,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
1037,Китай,Коптерный тип,0.15,0.16,200,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.225
1038,Китай,Коптерный тип,0.41,0.33,300,,Вертикальный,Вертикальный,Электрический,,60,В производстве,Hubsan,,GPS,0°…+40° C,,0.22
1039,Китай,Самолетный тип,5,0.75,25,2100,Пусковая установка,Парашютная система,Электрический,2.12,105,В производстве,FeiyuTech,0.6,,,,
1040,Китай,Вертолетный тип,90,,150,1500,Вертикальный,Вертикальный,ДВС,,100,Снято с производства,Nanjing University of Aeronautics and Astronautics,,GPS,,2.6,
1041,Китай,Коптерный тип,0.41,0.33,0.3,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.22
1042,Китай,Вертолетный тип,35,,25,2500,Вертикальный,Вертикальный,ДВС,,110,В производстве,Wuxi Hanhe Aviation Technology,,,,2.15,
1043,Китай,Самолетный тип,3340,1.17,600,18000,Пусковая установка,Парашютная система,ДВС,7.5,900,Снято с производства,Shenyang Aircraft Corporation,,,,,
1044,Китай,Коптерный тип,0.155,0.16,0.2,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.225
1045,Китай,Самолетный тип,200,,150,4100,Вертикальный,Вертикальный,,4.6,260,В производстве,Chengdu Aircraft Research and Design Institute,,,,,
1046,Китай,Коптерный тип,0.155,0.13,0.2,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.165
1047,Китай,Самолетный тип,1200,60,500,7000,Шасси,Шасси,ДВС,21,300,В производстве,CASC,,,,,
1048,Китай,Самолетный тип,,2,40,3500,Пусковая установка,Парашютная система,ДВС,2.84,130,В производстве,CASM,5,GPS,,,
1049,Китай,Коптерный тип,1.15,0.35,1,,Вертикальный,Вертикальный,Электрический,,55,В производстве,Hubsan,,GPS,0°…+40° C,,0.3
1050,Китай,Самолетный тип,,3,40,3600,Шасси,Шасси,ДВС,,120,Снято с производства,CASM,18,,,,
1051,Китай,Самолетный тип,20,1.5,1200,3600,Пусковая установка,Парашютная система,ДВС,1.16,100,В производстве,China Aerospace Science and Industry Corporation,,,,,
1052,Китай,Коптерный тип,,0.1,0.1,,Вертикальный,Вертикальный,Электрический,,,В производстве,Hubsan,,GPS,0°…+40° C,,0.13
1053,Китай,Самолетный тип,,3.5,1200,5100,Пусковая установка,Парашютная система,ДВС,,720,В производстве,China Aerospace Science and Industry Corporation,,,,,
1054,Китай,Самолетный тип,,0.67,20,3500,,,ДВС,1.85,120,Снято с производства,Civil Aviation University of China,,,,,
1055,Китай,Коптерный тип,0.145,0.16,0.1,,Вертикальный,Вертикальный,Электрический,,90,В производстве,Hubsan,,GPS,0°…+40° C,,0.129
1056,Китай,Самолетный тип,,2.5,850,6100,,,ДВС,,450,В производстве,CDADI,,,,,
1057,Китай,Вертолетный тип,,,70,3000,Вертикальный,Вертикальный,Газотурбинный,,120,Снято с производства,CETC,,,,,
1058,Китай,Самолетный тип,110,2,150,4100,Вертикальный,Вертикальный,ДВС,4.8,220,В производстве,CDADI,15,,,,
